"No.","Leftover Capture Data","Length","Source Port","Destination Port","Time","Source","Destination","Protocol","Info"
"2081","00000300","31","0x00000001","0xffffffff","40.684871","1.3.1","host","USB","URB_INTERRUPT in"
"2082","00000200","31","0x00000001","0xffffffff","40.700471","1.3.1","host","USB","URB_INTERRUPT in"
"2083","00000400","31","0x00000001","0xffffffff","40.700471","1.3.1","host","USB","URB_INTERRUPT in"
"2084","00000100","31","0x00000001","0xffffffff","40.716071","1.3.1","host","USB","URB_INTERRUPT in"
"2085","00010400","31","0x00000001","0xffffffff","40.716071","1.3.1","host","USB","URB_INTERRUPT in"
"2086","00040200","31","0x00000001","0xffffffff","40.731671","1.3.1","host","USB","URB_INTERRUPT in"
"2087","00080100","31","0x00000001","0xffffffff","40.731671","1.3.1","host","USB","URB_INTERRUPT in"
"2088","00090200","31","0x00000001","0xffffffff","40.747271","1.3.1","host","USB","URB_INTERRUPT in"
"2089","000b0100","31","0x00000001","0xffffffff","40.747271","1.3.1","host","USB","URB_INTERRUPT in"
"2090","000c0300","31","0x00000001","0xffffffff","40.762871","1.3.1","host","USB","URB_INTERRUPT in"
"2091","000c0200","31","0x00000001","0xffffffff","40.762871","1.3.1","host","USB","URB_INTERRUPT in"
"2092","000b0400","31","0x00000001","0xffffffff","40.762871","1.3.1","host","USB","URB_INTERRUPT in"
"2093","00040100","31","0x00000001","0xffffffff","40.778471","1.3.1","host","USB","URB_INTERRUPT in"
"2094","00040100","31","0x00000001","0xffffffff","40.778471","1.3.1","host","USB","URB_INTERRUPT in"
"2095","00020100","31","0x00000001","0xffffffff","40.794071","1.3.1","host","USB","URB_INTERRUPT in"
"2096","00ff0100","31","0x00000001","0xffffffff","40.825272","1.3.1","host","USB","URB_INTERRUPT in"
"2097","00020000","31","0x00000001","0xffffffff","40.887672","1.3.1","host","USB","URB_INTERRUPT in"
"2098","00040000","31","0x00000001","0xffffffff","40.887672","1.3.1","host","USB","URB_INTERRUPT in"
"2099","00020000","31","0x00000001","0xffffffff","40.903272","1.3.1","host","USB","URB_INTERRUPT in"
"2100","0003fe00","31","0x00000001","0xffffffff","40.903272","1.3.1","host","USB","URB_INTERRUPT in"
"2101","00010000","31","0x00000001","0xffffffff","40.918872","1.3.1","host","USB","URB_INTERRUPT in"
"2102","0003ff00","31","0x00000001","0xffffffff","40.918872","1.3.1","host","USB","URB_INTERRUPT in"
"2103","0002fe00","31","0x00000001","0xffffffff","40.934472","1.3.1","host","USB","URB_INTERRUPT in"
"2104","0002ff00","31","0x00000001","0xffffffff","40.950072","1.3.1","host","USB","URB_INTERRUPT in"
"2105","0000ff00","31","0x00000001","0xffffffff","40.965672","1.3.1","host","USB","URB_INTERRUPT in"
"2106","0000fe00","31","0x00000001","0xffffffff","40.981272","1.3.1","host","USB","URB_INTERRUPT in"
"2107","0000ff00","31","0x00000001","0xffffffff","40.981272","1.3.1","host","USB","URB_INTERRUPT in"
"2108","0000fe00","31","0x00000001","0xffffffff","40.996872","1.3.1","host","USB","URB_INTERRUPT in"
"2109","00fdfd00","31","0x00000001","0xffffffff","40.996872","1.3.1","host","USB","URB_INTERRUPT in"
"2110","00fbfe00","31","0x00000001","0xffffffff","41.012472","1.3.1","host","USB","URB_INTERRUPT in"
"2111","00fbfd00","31","0x00000001","0xffffffff","41.012472","1.3.1","host","USB","URB_INTERRUPT in"
"2112","00fbfd00","31","0x00000001","0xffffffff","41.028072","1.3.1","host","USB","URB_INTERRUPT in"
"2113","00fbfd00","31","0x00000001","0xffffffff","41.028072","1.3.1","host","USB","URB_INTERRUPT in"
"2114","00f9fe00","31","0x00000001","0xffffffff","41.043672","1.3.1","host","USB","URB_INTERRUPT in"
"2115","00f6fc00","31","0x00000001","0xffffffff","41.043672","1.3.1","host","USB","URB_INTERRUPT in"
"2116","00f6fd00","31","0x00000001","0xffffffff","41.059272","1.3.1","host","USB","URB_INTERRUPT in"
"2117","00f6fd00","31","0x00000001","0xffffffff","41.059272","1.3.1","host","USB","URB_INTERRUPT in"
"2118","00f2fc00","31","0x00000001","0xffffffff","41.074872","1.3.1","host","USB","URB_INTERRUPT in"
"2119","00f3fc00","31","0x00000001","0xffffffff","41.074872","1.3.1","host","USB","URB_INTERRUPT in"
"2120","00f7fc00","31","0x00000001","0xffffffff","41.090472","1.3.1","host","USB","URB_INTERRUPT in"
"2121","00f7fd00","31","0x00000001","0xffffffff","41.090472","1.3.1","host","USB","URB_INTERRUPT in"
"2122","00f7fc00","31","0x00000001","0xffffffff","41.106072","1.3.1","host","USB","URB_INTERRUPT in"
"2123","00fafc00","31","0x00000001","0xffffffff","41.106072","1.3.1","host","USB","URB_INTERRUPT in"
"2124","00f8fe00","31","0x00000001","0xffffffff","41.121672","1.3.1","host","USB","URB_INTERRUPT in"
"2125","00fbfe00","31","0x00000001","0xffffffff","41.121672","1.3.1","host","USB","URB_INTERRUPT in"
"2126","00fbfe00","31","0x00000001","0xffffffff","41.137272","1.3.1","host","USB","URB_INTERRUPT in"
"2127","00fbfd00","31","0x00000001","0xffffffff","41.137272","1.3.1","host","USB","URB_INTERRUPT in"
"2128","00fafe00","31","0x00000001","0xffffffff","41.152872","1.3.1","host","USB","URB_INTERRUPT in"
"2129","00fafd00","31","0x00000001","0xffffffff","41.152872","1.3.1","host","USB","URB_INTERRUPT in"
"2130","00f8fd00","31","0x00000001","0xffffffff","41.152872","1.3.1","host","USB","URB_INTERRUPT in"
"2131","00f9fd00","31","0x00000001","0xffffffff","41.168472","1.3.1","host","USB","URB_INTERRUPT in"
"2132","00f7fe00","31","0x00000001","0xffffffff","41.168472","1.3.1","host","USB","URB_INTERRUPT in"
"2133","00f6fb00","31","0x00000001","0xffffffff","41.184072","1.3.1","host","USB","URB_INTERRUPT in"
"2134","00f6fc00","31","0x00000001","0xffffffff","41.184072","1.3.1","host","USB","URB_INTERRUPT in"
"2135","00f6fb00","31","0x00000001","0xffffffff","41.199672","1.3.1","host","USB","URB_INTERRUPT in"
"2136","00f5fb00","31","0x00000001","0xffffffff","41.199672","1.3.1","host","USB","URB_INTERRUPT in"
"2137","00f6fb00","31","0x00000001","0xffffffff","41.215272","1.3.1","host","USB","URB_INTERRUPT in"
"2138","00f4fa00","31","0x00000001","0xffffffff","41.215272","1.3.1","host","USB","URB_INTERRUPT in"
"2139","00f5fb00","31","0x00000001","0xffffffff","41.230872","1.3.1","host","USB","URB_INTERRUPT in"
"2140","00f5fb00","31","0x00000001","0xffffffff","41.230872","1.3.1","host","USB","URB_INTERRUPT in"
"2141","00f7fc00","31","0x00000001","0xffffffff","41.246472","1.3.1","host","USB","URB_INTERRUPT in"
"2142","00f5fb00","31","0x00000001","0xffffffff","41.246472","1.3.1","host","USB","URB_INTERRUPT in"
"2143","00f5fb00","31","0x00000001","0xffffffff","41.262072","1.3.1","host","USB","URB_INTERRUPT in"
"2144","00f3fb00","31","0x00000001","0xffffffff","41.262072","1.3.1","host","USB","URB_INTERRUPT in"
"2145","00f5fc00","31","0x00000001","0xffffffff","41.277672","1.3.1","host","USB","URB_INTERRUPT in"
"2146","00f5fa00","31","0x00000001","0xffffffff","41.277672","1.3.1","host","USB","URB_INTERRUPT in"
"2147","00f1fc00","31","0x00000001","0xffffffff","41.293272","1.3.1","host","USB","URB_INTERRUPT in"
"2148","00f1fc00","31","0x00000001","0xffffffff","41.293272","1.3.1","host","USB","URB_INTERRUPT in"
"2149","00f2fd00","31","0x00000001","0xffffffff","41.308872","1.3.1","host","USB","URB_INTERRUPT in"
"2150","00f2fc00","31","0x00000001","0xffffffff","41.308872","1.3.1","host","USB","URB_INTERRUPT in"
"2151","00f5ff00","31","0x00000001","0xffffffff","41.324472","1.3.1","host","USB","URB_INTERRUPT in"
"2152","00f5fe00","31","0x00000001","0xffffffff","41.324472","1.3.1","host","USB","URB_INTERRUPT in"
"2153","00f6ff00","31","0x00000001","0xffffffff","41.340072","1.3.1","host","USB","URB_INTERRUPT in"
"2154","00f6ff00","31","0x00000001","0xffffffff","41.340072","1.3.1","host","USB","URB_INTERRUPT in"
"2155","00f4fd00","31","0x00000001","0xffffffff","41.355672","1.3.1","host","USB","URB_INTERRUPT in"
"2156","00f5ff00","31","0x00000001","0xffffffff","41.355672","1.3.1","host","USB","URB_INTERRUPT in"
"2157","00f4ff00","31","0x00000001","0xffffffff","41.371272","1.3.1","host","USB","URB_INTERRUPT in"
"2158","00f2fd00","31","0x00000001","0xffffffff","41.371272","1.3.1","host","USB","URB_INTERRUPT in"
"2159","00f3ff00","31","0x00000001","0xffffffff","41.386873","1.3.1","host","USB","URB_INTERRUPT in"
"2160","00f3fe00","31","0x00000001","0xffffffff","41.386873","1.3.1","host","USB","URB_INTERRUPT in"
"2161","00f3fe00","31","0x00000001","0xffffffff","41.402473","1.3.1","host","USB","URB_INTERRUPT in"
"2162","00f5fe00","31","0x00000001","0xffffffff","41.402473","1.3.1","host","USB","URB_INTERRUPT in"
"2163","00f5fd00","31","0x00000001","0xffffffff","41.418073","1.3.1","host","USB","URB_INTERRUPT in"
"2164","00f5fd00","31","0x00000001","0xffffffff","41.418073","1.3.1","host","USB","URB_INTERRUPT in"
"2165","00f6fd00","31","0x00000001","0xffffffff","41.433673","1.3.1","host","USB","URB_INTERRUPT in"
"2166","00f6fe00","31","0x00000001","0xffffffff","41.433673","1.3.1","host","USB","URB_INTERRUPT in"
"2167","00f7fd00","31","0x00000001","0xffffffff","41.449273","1.3.1","host","USB","URB_INTERRUPT in"
"2168","00f6ff00","31","0x00000001","0xffffffff","41.449273","1.3.1","host","USB","URB_INTERRUPT in"
"2169","00f7ff00","31","0x00000001","0xffffffff","41.464873","1.3.1","host","USB","URB_INTERRUPT in"
"2170","00f9fe00","31","0x00000001","0xffffffff","41.464873","1.3.1","host","USB","URB_INTERRUPT in"
"2171","00f7ff00","31","0x00000001","0xffffffff","41.480473","1.3.1","host","USB","URB_INTERRUPT in"
"2172","00f8ff00","31","0x00000001","0xffffffff","41.480473","1.3.1","host","USB","URB_INTERRUPT in"
"2173","00f90000","31","0x00000001","0xffffffff","41.480473","1.3.1","host","USB","URB_INTERRUPT in"
"2174","00f80000","31","0x00000001","0xffffffff","41.496073","1.3.1","host","USB","URB_INTERRUPT in"
"2175","00fb0000","31","0x00000001","0xffffffff","41.496073","1.3.1","host","USB","URB_INTERRUPT in"
"2176","00fc0000","31","0x00000001","0xffffffff","41.511673","1.3.1","host","USB","URB_INTERRUPT in"
"2177","00fd0000","31","0x00000001","0xffffffff","41.511673","1.3.1","host","USB","URB_INTERRUPT in"
"2178","00fc0000","31","0x00000001","0xffffffff","41.527273","1.3.1","host","USB","URB_INTERRUPT in"
"2179","00fc0000","31","0x00000001","0xffffffff","41.527273","1.3.1","host","USB","URB_INTERRUPT in"
"2180","00fc0000","31","0x00000001","0xffffffff","41.542873","1.3.1","host","USB","URB_INTERRUPT in"
"2181","00fd0000","31","0x00000001","0xffffffff","41.542873","1.3.1","host","USB","URB_INTERRUPT in"
"2182","00fb0000","31","0x00000001","0xffffffff","41.558473","1.3.1","host","USB","URB_INTERRUPT in"
"2183","00fb0000","31","0x00000001","0xffffffff","41.558473","1.3.1","host","USB","URB_INTERRUPT in"
"2184","00fa0000","31","0x00000001","0xffffffff","41.574073","1.3.1","host","USB","URB_INTERRUPT in"
"2185","00fb0000","31","0x00000001","0xffffffff","41.574073","1.3.1","host","USB","URB_INTERRUPT in"
"2186","00f90000","31","0x00000001","0xffffffff","41.589673","1.3.1","host","USB","URB_INTERRUPT in"
"2187","00fb0100","31","0x00000001","0xffffffff","41.589673","1.3.1","host","USB","URB_INTERRUPT in"
"2188","00fb0100","31","0x00000001","0xffffffff","41.605273","1.3.1","host","USB","URB_INTERRUPT in"
"2189","00fa0100","31","0x00000001","0xffffffff","41.605273","1.3.1","host","USB","URB_INTERRUPT in"
"2190","00fa0200","31","0x00000001","0xffffffff","41.620873","1.3.1","host","USB","URB_INTERRUPT in"
"2191","00fb0300","31","0x00000001","0xffffffff","41.620873","1.3.1","host","USB","URB_INTERRUPT in"
"2192","00fd0100","31","0x00000001","0xffffffff","41.636473","1.3.1","host","USB","URB_INTERRUPT in"
"2193","00fc0400","31","0x00000001","0xffffffff","41.636473","1.3.1","host","USB","URB_INTERRUPT in"
"2194","00fe0200","31","0x00000001","0xffffffff","41.652073","1.3.1","host","USB","URB_INTERRUPT in"
"2195","00fc0300","31","0x00000001","0xffffffff","41.652073","1.3.1","host","USB","URB_INTERRUPT in"
"2196","00fe0200","31","0x00000001","0xffffffff","41.667673","1.3.1","host","USB","URB_INTERRUPT in"
"2197","00fd0300","31","0x00000001","0xffffffff","41.667673","1.3.1","host","USB","URB_INTERRUPT in"
"2198","00fe0400","31","0x00000001","0xffffffff","41.683273","1.3.1","host","USB","URB_INTERRUPT in"
"2199","00ff0400","31","0x00000001","0xffffffff","41.683273","1.3.1","host","USB","URB_INTERRUPT in"
"2200","00fc0500","31","0x00000001","0xffffffff","41.698873","1.3.1","host","USB","URB_INTERRUPT in"
"2201","00fc0600","31","0x00000001","0xffffffff","41.698873","1.3.1","host","USB","URB_INTERRUPT in"
"2202","00fc0600","31","0x00000001","0xffffffff","41.714473","1.3.1","host","USB","URB_INTERRUPT in"
"2203","00fd0800","31","0x00000001","0xffffffff","41.714473","1.3.1","host","USB","URB_INTERRUPT in"
"2204","00fb0600","31","0x00000001","0xffffffff","41.730073","1.3.1","host","USB","URB_INTERRUPT in"
"2205","00fb0700","31","0x00000001","0xffffffff","41.730073","1.3.1","host","USB","URB_INTERRUPT in"
"2206","00fb0700","31","0x00000001","0xffffffff","41.745673","1.3.1","host","USB","URB_INTERRUPT in"
"2207","00fb0600","31","0x00000001","0xffffffff","41.745673","1.3.1","host","USB","URB_INTERRUPT in"
"2208","00fb0600","31","0x00000001","0xffffffff","41.761273","1.3.1","host","USB","URB_INTERRUPT in"
"2209","00fb0500","31","0x00000001","0xffffffff","41.761273","1.3.1","host","USB","URB_INTERRUPT in"
"2210","00fb0500","31","0x00000001","0xffffffff","41.776873","1.3.1","host","USB","URB_INTERRUPT in"
"2211","00fc0300","31","0x00000001","0xffffffff","41.776873","1.3.1","host","USB","URB_INTERRUPT in"
"2212","00fd0200","31","0x00000001","0xffffffff","41.792473","1.3.1","host","USB","URB_INTERRUPT in"
"2213","00fc0200","31","0x00000001","0xffffffff","41.792473","1.3.1","host","USB","URB_INTERRUPT in"
"2214","00fb0400","31","0x00000001","0xffffffff","41.808073","1.3.1","host","USB","URB_INTERRUPT in"
"2215","00fb0300","31","0x00000001","0xffffffff","41.808073","1.3.1","host","USB","URB_INTERRUPT in"
"2216","00fb0200","31","0x00000001","0xffffffff","41.823673","1.3.1","host","USB","URB_INTERRUPT in"
"2217","00fb0300","31","0x00000001","0xffffffff","41.823673","1.3.1","host","USB","URB_INTERRUPT in"
"2218","00fa0200","31","0x00000001","0xffffffff","41.839273","1.3.1","host","USB","URB_INTERRUPT in"
"2219","00fc0000","31","0x00000001","0xffffffff","41.839273","1.3.1","host","USB","URB_INTERRUPT in"
"2220","00fd0000","31","0x00000001","0xffffffff","41.854873","1.3.1","host","USB","URB_INTERRUPT in"
"2221","00fe0000","31","0x00000001","0xffffffff","41.854873","1.3.1","host","USB","URB_INTERRUPT in"
"2222","00fe0000","31","0x00000001","0xffffffff","41.854873","1.3.1","host","USB","URB_INTERRUPT in"
"2223","00fd0000","31","0x00000001","0xffffffff","41.870473","1.3.1","host","USB","URB_INTERRUPT in"
"2224","00fffe00","31","0x00000001","0xffffffff","41.870473","1.3.1","host","USB","URB_INTERRUPT in"
"2225","0000fb00","31","0x00000001","0xffffffff","41.886073","1.3.1","host","USB","URB_INTERRUPT in"
"2226","0000fa00","31","0x00000001","0xffffffff","41.886073","1.3.1","host","USB","URB_INTERRUPT in"
"2227","0000f800","31","0x00000001","0xffffffff","41.901673","1.3.1","host","USB","URB_INTERRUPT in"
"2228","0001fb00","31","0x00000001","0xffffffff","41.901673","1.3.1","host","USB","URB_INTERRUPT in"
"2229","0002f800","31","0x00000001","0xffffffff","41.917273","1.3.1","host","USB","URB_INTERRUPT in"
"2230","0000f700","31","0x00000001","0xffffffff","41.917273","1.3.1","host","USB","URB_INTERRUPT in"
"2231","0000f700","31","0x00000001","0xffffffff","41.932873","1.3.1","host","USB","URB_INTERRUPT in"
"2232","0000f600","31","0x00000001","0xffffffff","41.932873","1.3.1","host","USB","URB_INTERRUPT in"
"2233","0000f600","31","0x00000001","0xffffffff","41.948474","1.3.1","host","USB","URB_INTERRUPT in"
"2234","0000f600","31","0x00000001","0xffffffff","41.948474","1.3.1","host","USB","URB_INTERRUPT in"
"2235","00fcf700","31","0x00000001","0xffffffff","41.964074","1.3.1","host","USB","URB_INTERRUPT in"
"2236","00fcf700","31","0x00000001","0xffffffff","41.964074","1.3.1","host","USB","URB_INTERRUPT in"
"2237","00fdf800","31","0x00000001","0xffffffff","41.979674","1.3.1","host","USB","URB_INTERRUPT in"
"2238","00fcfa00","31","0x00000001","0xffffffff","41.979674","1.3.1","host","USB","URB_INTERRUPT in"
"2239","00fbf900","31","0x00000001","0xffffffff","41.995274","1.3.1","host","USB","URB_INTERRUPT in"
"2240","00fcf900","31","0x00000001","0xffffffff","41.995274","1.3.1","host","USB","URB_INTERRUPT in"
"2241","00fefc00","31","0x00000001","0xffffffff","42.010874","1.3.1","host","USB","URB_INTERRUPT in"
"2242","00fdfb00","31","0x00000001","0xffffffff","42.010874","1.3.1","host","USB","URB_INTERRUPT in"
"2243","00fffc00","31","0x00000001","0xffffffff","42.026474","1.3.1","host","USB","URB_INTERRUPT in"
"2244","00fffd00","31","0x00000001","0xffffffff","42.026474","1.3.1","host","USB","URB_INTERRUPT in"
"2245","00fefa00","31","0x00000001","0xffffffff","42.042074","1.3.1","host","USB","URB_INTERRUPT in"
"2246","0000fd00","31","0x00000001","0xffffffff","42.042074","1.3.1","host","USB","URB_INTERRUPT in"
"2247","00fffc00","31","0x00000001","0xffffffff","42.057674","1.3.1","host","USB","URB_INTERRUPT in"
"2248","00fffc00","31","0x00000001","0xffffffff","42.057674","1.3.1","host","USB","URB_INTERRUPT in"
"2249","00fffe00","31","0x00000001","0xffffffff","42.073274","1.3.1","host","USB","URB_INTERRUPT in"
"2250","00fefb00","31","0x00000001","0xffffffff","42.073274","1.3.1","host","USB","URB_INTERRUPT in"
"2251","00ffff00","31","0x00000001","0xffffffff","42.088874","1.3.1","host","USB","URB_INTERRUPT in"
"2252","00fffd00","31","0x00000001","0xffffffff","42.088874","1.3.1","host","USB","URB_INTERRUPT in"
"2253","0000fe00","31","0x00000001","0xffffffff","42.104474","1.3.1","host","USB","URB_INTERRUPT in"
"2254","00fffc00","31","0x00000001","0xffffffff","42.104474","1.3.1","host","USB","URB_INTERRUPT in"
"2255","00fefd00","31","0x00000001","0xffffffff","42.120074","1.3.1","host","USB","URB_INTERRUPT in"
"2256","0000fc00","31","0x00000001","0xffffffff","42.120074","1.3.1","host","USB","URB_INTERRUPT in"
"2257","00fffd00","31","0x00000001","0xffffffff","42.135674","1.3.1","host","USB","URB_INTERRUPT in"
"2258","0000fc00","31","0x00000001","0xffffffff","42.135674","1.3.1","host","USB","URB_INTERRUPT in"
"2259","0000fb00","31","0x00000001","0xffffffff","42.151274","1.3.1","host","USB","URB_INTERRUPT in"
"2260","0000fa00","31","0x00000001","0xffffffff","42.151274","1.3.1","host","USB","URB_INTERRUPT in"
"2261","0000fa00","31","0x00000001","0xffffffff","42.166874","1.3.1","host","USB","URB_INTERRUPT in"
"2262","0000f800","31","0x00000001","0xffffffff","42.166874","1.3.1","host","USB","URB_INTERRUPT in"
"2263","0000f900","31","0x00000001","0xffffffff","42.182474","1.3.1","host","USB","URB_INTERRUPT in"
"2264","0000f800","31","0x00000001","0xffffffff","42.182474","1.3.1","host","USB","URB_INTERRUPT in"
